ID,YEAR,MO,DY,WS2M,T2M,T2MDEW,T2MWET,Target,RH2M,PS,QV2M,DATE
ID_1jCBYZ_20201129,2020,11,29,1.39,24.64,22.22,23.43,9.7,86.82,96.15,17.51,2020-11-29
ID_yAAlSR_20171016,2017,10,16,1.1,25.52,21.96,23.74,3.25,81.04,96.23,17.22,2017-10-16
ID_SeC8dZ_20160325,2016,3,25,1.55,25.55,23.59,24.57,3.75,89.22,96.16,19.04,2016-03-25
ID_6Clzrw_20210323,2021,3,23,0.88,25.43,22.47,23.95,2.0,84.39,96.02,17.81,2021-03-23
ID_JGxzwk_20231226,2023,12,26,1.45,23.99,23.03,23.51,18.47,94.36,96.1,18.43,2023-12-26
ID_oEImLf_20200719,2020,7,19,1.01,22.97,15.45,19.21,0.0,63.9,96.24,11.44,2020-07-19
ID_Rl9pqT_20160906,2016,9,6,1.66,25.12,20.34,22.72,1.71,75.87,96.28,15.58,2016-09-06
ID_hvCWyy_20180210,2018,2,10,1.47,24.86,23.02,23.94,16.32,89.92,95.89,18.45,2018-02-10
ID_NLATCf_20170327,2017,3,27,1.07,25.81,23.34,24.58,3.28,86.68,96.04,18.78,2017-03-27
ID_0r7389_20190519,2019,5,19,0.84,26.46,21.84,24.15,0.11,76.52,96.1,17.13,2019-05-19
ID_7cxCbC_20180331,2018,3,31,0.8,26.16,22.53,24.34,2.59,80.99,95.94,17.89,2018-03-31
ID_iom2b2_20160615,2016,6,15,1.1,22.95,19.85,21.4,0.03,83.52,96.55,15.07,2016-06-15
ID_ZV7sJz_20130522,2013,5,22,0.92,25.96,21.43,23.7,0.0,76.95,96.21,16.68,2013-05-22
ID_egycV0_20100414,2010,4,14,0.78,27.03,22.48,24.76,3.9,77.14,95.97,17.83,2010-04-14
ID_wRyrX2_20220614,2022,6,14,1.25,23.29,19.27,21.28,0.04,79.34,96.15,14.58,2022-06-14
ID_KybrxA_20100930,2010,9,30,1.66,25.49,21.03,23.26,8.27,77.85,96.03,16.3,2010-09-30
ID_EPozao_20110524,2011,5,24,1.7,24.46,21.76,23.11,2.56,85.75,96.24,17.01,2011-05-24
ID_umYMjm_20190105,2019,1,5,1.38,24.14,22.77,23.46,5.4,92.16,96.2,18.11,2019-01-05
ID_dhnuJX_20231026,2023,10,26,1.67,26.09,22.27,24.18,3.67,80.48,96.11,17.57,2023-10-26
ID_UvSweH_20180415,2018,4,15,1.09,24.29,21.08,22.69,2.09,83.18,96.26,16.36,2018-04-15
ID_9xSwlf_20120515,2012,5,15,0.98,24.26,22.07,23.16,6.2,87.78,96.22,17.35,2012-05-15
ID_CEoYAT_20171114,2017,11,14,0.55,25.51,22.22,23.87,30.31,82.49,95.9,17.57,2017-11-14
ID_lSaIiJ_20120627,2012,6,27,1.56,23.5,20.65,22.07,0.22,85.02,96.4,15.86,2012-06-27
ID_GAt2e7_20160127,2016,1,27,0.94,25.86,21.03,23.44,1.72,76.17,96.34,16.23,2016-01-27
ID_EMOXIY_20180423,2018,4,23,0.96,24.78,22.25,23.51,4.44,86.39,96.11,17.55,2018-04-23
ID_r3FyhM_20130727,2013,7,27,2.03,22.78,18.97,20.87,0.0,80.43,96.36,14.29,2013-07-27
ID_eTGVy4_20140616,2014,6,16,0.96,24.99,20.21,22.6,0.0,76.21,96.29,15.45,2014-06-16
ID_N1gYWe_20180413,2018,4,13,0.87,23.85,21.94,22.9,5.25,89.52,96.2,17.2,2018-04-13
ID_M7Ynfx_20140303,2014,3,3,1.23,24.95,22.06,23.51,7.14,84.63,96.0,17.36,2014-03-03
ID_4caSQl_20120415,2012,4,15,1.61,24.56,21.97,23.27,2.71,86.31,96.01,17.27,2012-04-15
ID_YYckKa_20101225,2010,12,25,0.55,25.62,20.32,22.97,11.71,73.4,96.01,15.61,2010-12-25
ID_ssS6CP_20100519,2010,5,19,1.68,23.37,19.46,21.42,0.08,80.36,96.08,14.78,2010-05-19
ID_04zn1v_20101027,2010,10,27,1.55,24.39,22.0,23.2,2.56,87.03,96.06,17.29,2010-10-27
ID_v1xBOV_20140406,2014,4,6,1.09,24.72,19.93,22.32,1.62,76.62,96.24,15.24,2014-04-06
ID_LpcJtH_20120930,2012,9,30,1.19,25.53,20.99,23.26,4.44,77.42,96.18,16.22,2012-09-30
ID_mBo29f_20110118,2011,1,18,2.13,24.38,21.28,22.83,5.08,84.01,95.83,16.58,2011-01-18
ID_ODN8EJ_20120730,2012,7,30,2.45,23.68,19.5,21.59,0.0,78.64,96.25,14.78,2012-07-30
ID_RnpaCz_20150830,2015,8,30,2.43,27.33,18.73,23.03,0.04,61.94,96.33,14.07,2015-08-30
ID_pcNPj3_20201017,2020,10,17,1.21,25.25,22.3,23.77,7.71,84.47,96.08,17.61,2020-10-17
ID_BTQyU2_20120201,2012,2,1,0.84,23.7,20.65,22.17,10.37,83.89,96.18,15.88,2012-02-01
ID_vAfILA_20160519,2016,5,19,0.95,25.3,21.74,23.52,0.07,81.57,96.26,17.0,2016-05-19
ID_JRHCUi_20211107,2021,11,7,0.71,25.66,21.46,23.56,2.39,78.7,95.95,16.77,2021-11-07
ID_PFZj8d_20210320,2021,3,20,0.89,24.77,21.96,23.37,3.1,84.92,95.95,17.28,2021-03-20
ID_ss3ZxW_20180406,2018,4,6,1.24,24.84,22.19,23.51,3.32,86.0,95.85,17.52,2018-04-06
ID_pDdWK3_20160426,2016,4,26,1.09,25.83,23.28,24.56,5.39,86.38,95.95,18.74,2016-04-26
ID_kX2ow6_20120617,2012,6,17,1.24,23.49,19.68,21.59,0.02,80.16,96.26,14.96,2012-06-17
ID_1nhFUM_20210504,2021,5,4,0.95,24.37,22.14,23.26,5.24,87.75,95.95,17.48,2021-05-04
ID_56QX08_20221013,2022,10,13,1.01,26.57,20.84,23.7,0.22,72.64,96.07,16.09,2022-10-13
ID_hK67Nu_20131103,2013,11,3,0.88,25.31,21.25,23.28,5.14,79.42,95.99,16.53,2013-11-03
ID_qjh5D6_20220504,2022,5,4,1.29,25.21,22.73,23.97,1.81,86.66,96.13,18.09,2022-05-04
ID_29PfPM_20220331,2022,3,31,1.16,25.52,21.14,23.33,0.46,77.91,95.85,16.46,2022-03-31
ID_qo8YT2_20220415,2022,4,15,0.91,24.48,22.46,23.47,12.98,88.87,96.03,17.79,2022-04-15
ID_FO0QCd_20180710,2018,7,10,0.88,24.23,19.03,21.62,0.0,73.62,96.39,14.33,2018-07-10
ID_4DgNFQ_20140221,2014,2,21,0.62,26.93,22.0,24.47,4.34,74.95,95.95,17.33,2014-02-21
ID_FMX7Lz_20130403,2013,4,3,0.86,26.77,22.01,24.39,25.47,76.17,96.06,17.31,2013-04-03
ID_MuHzrX_20221215,2022,12,15,0.68,24.55,20.62,22.59,1.83,79.83,96.07,15.89,2022-12-15
ID_c745rN_20190912,2019,9,12,1.5,27.13,19.25,23.19,0.19,63.83,96.22,14.55,2019-09-12
ID_8YD3mH_20210318,2021,3,18,0.99,25.21,22.04,23.63,5.48,82.9,95.96,17.37,2021-03-18
ID_v3fBaq_20191126,2019,11,26,1.28,23.21,21.22,22.21,69.76,88.71,96.09,16.49,2019-11-26
ID_hpN59v_20170412,2017,4,12,0.73,25.92,23.43,24.68,4.34,86.83,95.86,18.93,2017-04-12
ID_5nzBMg_20100419,2010,4,19,0.85,25.23,22.19,23.71,4.46,83.73,96.15,17.49,2010-04-19
ID_6JG63K_20171116,2017,11,16,1.26,24.24,21.88,23.06,8.14,87.04,96.02,17.17,2017-11-16
ID_2jkAxF_20160823,2016,8,23,1.71,25.66,20.64,23.15,0.09,74.93,96.21,15.88,2016-08-23
ID_3L5WUl_20150715,2015,7,15,2.01,25.26,19.65,22.45,0.0,72.65,96.25,14.92,2015-07-15
ID_BUYojA_20100228,2010,2,28,0.96,26.32,22.36,24.34,2.01,79.95,96.13,17.67,2010-02-28
ID_G8v3i4_20100318,2010,3,18,1.16,25.12,22.19,23.66,2.5,84.45,96.25,17.46,2010-03-18
ID_f1Z2oI_20120307,2012,3,7,1.67,23.89,21.55,22.72,1.7,87.15,96.07,16.82,2012-03-07
ID_rHM5Nt_20110104,2011,1,4,0.79,25.21,20.71,22.96,11.4,76.91,95.97,15.99,2011-01-04
ID_eVxyhg_20230928,2023,9,28,1.49,26.01,21.54,23.78,0.44,77.4,96.07,16.82,2023-09-28
ID_VF6XpD_20120225,2012,2,25,1.0,24.53,20.63,22.58,5.03,80.28,96.01,15.89,2012-02-25
ID_aMg73g_20230527,2023,5,27,1.67,25.44,23.32,24.38,3.81,88.56,96.04,18.77,2023-05-27
ID_wtPD9A_20160111,2016,1,11,0.96,25.94,22.39,24.16,1.06,81.81,96.14,17.69,2016-01-11
ID_Ri6FUY_20180923,2018,9,23,1.61,25.79,21.24,23.51,1.13,76.82,96.06,16.49,2018-09-23
ID_2h14uX_20160922,2016,9,22,1.84,25.03,20.42,22.72,1.88,76.85,96.29,15.64,2016-09-22
ID_jFjQgg_20160414,2016,4,14,0.79,26.16,23.54,24.85,8.53,85.76,95.94,19.03,2016-04-14
ID_IxvMiq_20200304,2020,3,4,0.97,26.28,22.14,24.21,8.57,79.14,96.23,17.44,2020-03-04
ID_Ake4Du_20211102,2021,11,2,0.9,24.07,21.29,22.68,10.52,85.05,96.22,16.53,2021-11-02
ID_u47p1D_20160817,2016,8,17,1.89,25.15,21.29,23.22,0.92,80.43,96.23,16.54,2016-08-17
ID_Mw9GnE_20100502,2010,5,2,0.7,25.41,22.98,24.2,8.99,87.0,96.1,18.36,2010-05-02
ID_Tib6OZ_20151002,2015,10,2,1.7,27.44,19.12,23.28,0.0,61.87,95.96,14.48,2015-10-02
ID_RwEXwv_20170410,2017,4,10,1.07,26.27,23.42,24.84,7.67,85.23,95.83,18.91,2017-04-10
ID_hhEgZu_20200630,2020,6,30,1.56,23.2,19.97,21.59,0.04,83.07,96.19,15.24,2020-06-30
ID_jfS8CC_20120629,2012,6,29,1.09,23.22,20.35,21.78,0.14,84.62,96.23,15.58,2012-06-29
ID_DYHEnS_20100505,2010,5,5,1.09,24.79,22.48,23.64,4.62,87.36,96.04,17.81,2010-05-05
ID_qycKqZ_20170222,2017,2,22,0.75,26.1,21.03,23.56,0.16,74.4,96.09,16.29,2017-02-22
ID_TLhd4i_20150925,2015,9,25,2.0,26.02,20.87,23.45,3.99,74.15,96.2,16.11,2015-09-25
ID_4an4ht_20230214,2023,2,14,1.16,25.63,23.08,24.35,12.99,86.2,95.94,18.49,2023-02-14
ID_58Dlbk_20140506,2014,5,6,0.85,25.31,22.91,24.11,9.61,87.07,96.01,18.3,2014-05-06
ID_fIczci_20130611,2013,6,11,0.99,23.08,17.21,20.15,0.01,71.13,96.35,12.8,2013-06-11
ID_0dlRy0_20191130,2019,11,30,1.28,25.64,22.92,24.28,9.31,85.39,96.05,18.3,2019-11-30
ID_aKvUNI_20200110,2020,1,10,0.78,23.48,20.97,22.22,77.19,86.32,96.37,16.17,2020-01-10
ID_6QUUDS_20191001,2019,10,1,1.09,25.27,20.24,22.75,0.3,74.67,96.1,15.5,2019-10-01
ID_BudjXW_20130324,2013,3,24,0.97,23.8,22.41,23.11,5.94,91.93,96.0,17.74,2013-03-24
ID_9CVv0P_20171029,2017,10,29,1.26,24.94,22.4,23.67,13.1,86.24,95.97,17.74,2017-10-29
ID_33SY3d_20220527,2022,5,27,1.39,23.78,21.3,22.54,0.41,86.68,96.39,16.52,2022-05-27
ID_TcZEjW_20191230,2019,12,30,0.71,25.99,22.06,24.03,3.73,79.78,95.99,17.39,2019-12-30
ID_XsU947_20230924,2023,9,24,1.38,26.15,21.48,23.81,0.1,76.6,96.22,16.73,2023-09-24
ID_WjRhjI_20161102,2016,11,2,1.39,24.27,21.83,23.05,13.08,86.49,96.24,17.07,2016-11-02
ID_t3lEjb_20110319,2011,3,19,1.83,24.06,21.34,22.7,1.19,85.53,96.02,16.6,2011-03-19
ID_ap2JWx_20231120,2023,11,20,1.46,25.87,22.95,24.41,3.69,84.76,96.04,18.33,2023-11-20
ID_4lqiUD_20221116,2022,11,16,1.35,24.32,21.34,22.83,9.75,84.28,96.05,16.6,2022-11-16
ID_B4swVs_20120714,2012,7,14,1.86,23.26,19.67,21.47,0.01,81.49,96.22,14.94,2012-07-14
ID_GOUmvi_20160917,2016,9,17,1.8,25.3,19.49,22.4,0.16,71.89,96.26,14.77,2016-09-17
ID_gRAIm7_20221209,2022,12,9,0.87,24.31,21.43,22.87,3.17,84.49,96.18,16.67,2022-12-09
ID_s3EwWh_20230514,2023,5,14,0.92,26.06,23.22,24.64,4.05,85.28,96.21,18.61,2023-05-14
ID_NARxYa_20131112,2013,11,12,0.51,26.32,21.75,24.04,10.51,76.91,95.89,17.07,2013-11-12
ID_rS6tyV_20191227,2019,12,27,1.01,25.67,22.03,23.85,2.1,81.36,96.07,17.32,2019-12-27
ID_5Yqtta_20150318,2015,3,18,1.17,26.05,22.81,24.43,4.74,83.33,95.89,18.21,2015-03-18
ID_hoCopv_20140218,2014,2,18,0.62,26.59,21.59,24.09,2.59,75.09,96.06,16.88,2014-02-18
ID_4V9Y8K_20130512,2013,5,12,1.2,25.01,22.6,23.8,2.77,86.76,96.24,17.91,2013-05-12
ID_qPBvqF_20200516,2020,5,16,1.3,24.35,20.57,22.46,0.0,80.37,96.2,15.83,2020-05-16
ID_iVkAoN_20180405,2018,4,5,0.98,24.72,22.25,23.49,13.09,86.53,95.88,17.6,2018-04-05
ID_Cmhkqg_20200212,2020,2,12,1.61,25.68,23.0,24.34,2.76,85.67,96.13,18.37,2020-02-12
ID_5zXWBX_20231023,2023,10,23,1.47,25.48,22.6,24.04,2.06,84.7,96.02,17.94,2023-10-23
ID_kSCI4q_20230430,2023,4,30,0.55,23.88,22.23,23.05,44.36,90.56,96.16,17.53,2023-04-30
ID_9iONfE_20101121,2010,11,21,1.46,24.57,21.62,23.1,4.85,84.37,95.87,16.93,2010-11-21
ID_dOptOS_20181119,2018,11,19,0.85,26.51,22.01,24.26,14.45,77.04,96.08,17.3,2018-11-19
ID_3SiTHw_20170716,2017,7,16,2.05,23.17,19.54,21.35,0.0,81.14,96.36,14.82,2017-07-16
ID_49Jq6f_20170611,2017,6,11,1.35,24.71,21.85,23.28,0.02,84.91,96.04,17.16,2017-06-11
ID_79FLcy_20150822,2015,8,22,2.36,26.47,19.41,22.94,0.0,66.18,96.11,14.75,2015-08-22
ID_MiDFDX_20190702,2019,7,2,1.14,24.61,17.85,21.23,0.0,68.0,96.07,13.35,2019-07-02
ID_uyr8tc_20181003,2018,10,3,0.7,26.43,20.82,23.63,0.43,72.53,96.12,16.07,2018-10-03
ID_84UIqW_20140207,2014,2,7,0.55,25.91,20.69,23.3,4.21,74.95,96.08,15.95,2014-02-07
ID_qDj14n_20140211,2014,2,11,1.1,25.17,21.5,23.34,2.61,80.74,96.06,16.78,2014-02-11
ID_HRmrtl_20121003,2012,10,3,1.11,26.12,21.18,23.65,2.7,75.01,96.18,16.43,2012-10-03
ID_ekF9Qa_20160907,2016,9,7,1.89,25.31,21.02,23.16,1.43,78.31,96.33,16.24,2016-09-07
ID_55jaJc_20171026,2017,10,26,1.13,26.12,22.34,24.23,4.72,80.61,96.04,17.68,2017-10-26
ID_laTHRg_20200216,2020,2,16,1.16,25.77,23.6,24.69,7.81,88.1,96.04,19.08,2020-02-16
ID_PK4V53_20140107,2014,1,7,1.31,23.9,22.05,22.97,4.55,89.91,96.01,17.35,2014-01-07
ID_TLnZAz_20130510,2013,5,10,1.17,23.65,21.94,22.8,4.46,90.28,96.34,17.18,2013-05-10
ID_6pnPw0_20190103,2019,1,3,0.58,25.78,22.65,24.21,0.37,83.77,96.17,17.98,2019-01-03
ID_kwAcOn_20200509,2020,5,9,0.7,26.09,22.91,24.5,1.79,82.97,96.16,18.27,2020-05-09
ID_gGuFfV_20160712,2016,7,12,1.38,22.43,17.81,20.12,0.13,77.0,96.32,13.29,2016-07-12
ID_SDQClY_20160411,2016,4,11,0.79,26.04,22.99,24.51,49.79,84.15,96.09,18.38,2016-04-11
ID_M9C7UE_20130501,2013,5,1,1.61,24.98,22.1,23.54,5.38,85.06,96.13,17.39,2013-05-01
ID_EMYRT1_20230210,2023,2,10,1.0,26.45,21.14,23.8,0.07,73.57,96.05,16.41,2023-02-10
ID_L4dGFK_20200129,2020,1,29,0.74,25.99,22.71,24.35,3.87,83.04,96.17,18.06,2020-01-29
ID_BuBhni_20110225,2011,2,25,0.83,23.83,21.24,22.53,6.65,85.87,95.94,16.51,2011-02-25
ID_3FbcrC_20230421,2023,4,21,0.94,24.61,22.51,23.56,4.93,88.49,95.74,17.9,2023-04-21
ID_q0oFTB_20100107,2010,1,7,1.03,24.42,21.83,23.12,4.79,86.02,96.12,17.1,2010-01-07
ID_VCa9Ri_20120721,2012,7,21,1.87,22.14,18.4,20.27,0.0,80.72,96.44,13.77,2012-07-21
ID_aGEv7i_20140819,2014,8,19,1.92,24.63,19.85,22.24,0.0,76.0,96.26,15.1,2014-08-19
ID_vDXxEm_20110316,2011,3,16,0.89,25.73,22.01,23.87,2.95,80.78,95.91,17.35,2011-03-16
ID_NofEOh_20130806,2013,8,6,2.24,23.38,17.98,20.68,0.0,73.74,96.17,13.44,2013-08-06
ID_5Xz5zs_20111110,2011,11,10,1.37,24.17,22.07,23.12,27.08,88.6,95.91,17.39,2011-11-10
ID_uftsbC_20170728,2017,7,28,1.91,23.57,19.62,21.6,0.29,79.24,96.27,14.92,2017-07-28
ID_bH6xel_20221129,2022,11,29,0.86,23.94,21.43,22.68,22.11,86.33,95.85,16.73,2022-11-29
ID_ZP22nx_20200606,2020,6,6,0.98,24.81,21.82,23.31,0.64,84.11,96.35,17.06,2020-06-06
ID_L3gP1p_20220405,2022,4,5,0.91,25.02,22.17,23.6,4.15,84.79,96.12,17.48,2022-04-05
ID_yfKMkV_20210412,2021,4,12,0.95,25.24,22.03,23.64,2.11,83.02,96.14,17.32,2021-04-12
ID_oXJefH_20221223,2022,12,23,1.05,23.1,20.8,21.95,1.82,87.43,96.18,16.05,2022-12-23
ID_6Ov7iN_20160204,2016,2,4,0.79,27.24,22.14,24.69,1.94,74.8,96.07,17.46,2016-02-04
ID_orICfz_20170329,2017,3,29,1.07,24.7,21.63,23.17,2.5,83.72,96.08,16.96,2017-03-29
ID_hNBPMQ_20211002,2021,10,2,1.83,25.59,21.74,23.66,4.27,80.45,96.06,17.02,2021-10-02
ID_XdsmNq_20121222,2012,12,22,0.71,24.45,21.0,22.73,3.11,81.63,96.11,16.25,2012-12-22
ID_9ZVmPo_20121130,2012,11,30,1.35,25.57,22.25,23.91,5.18,82.78,95.89,17.61,2012-11-30
ID_kQfHDX_20211122,2021,11,22,0.95,24.9,22.14,23.52,4.31,85.35,96.09,17.44,2021-11-22
ID_egIQhf_20180101,2018,1,1,0.97,24.21,21.11,22.66,1.57,83.74,96.18,16.35,2018-01-01
ID_S7LJyu_20170808,2017,8,8,2.22,23.89,20.12,22.0,0.57,80.48,96.34,15.36,2017-08-08
ID_nFUBBb_20100714,2010,7,14,2.59,23.24,19.31,21.28,0.0,79.86,96.15,14.62,2010-07-14
ID_o8aJ7t_20140114,2014,1,14,1.36,24.37,21.68,23.03,1.38,85.77,96.13,16.94,2014-01-14
ID_1z6fcM_20221111,2022,11,11,1.51,24.2,21.21,22.71,19.75,84.44,96.16,16.45,2022-11-11
ID_Jj77dn_20200127,2020,1,27,1.12,25.97,23.59,24.78,22.92,87.48,96.1,19.08,2020-01-27
ID_2lyEM5_20160224,2016,2,24,1.1,24.45,21.74,23.1,48.18,85.34,96.08,17.04,2016-02-24
ID_CTzZ6l_20130426,2013,4,26,1.39,24.86,22.33,23.6,1.89,86.47,96.17,17.63,2013-04-26
ID_UEYOf3_20181121,2018,11,21,0.82,25.1,21.76,23.43,4.8,82.71,96.17,17.02,2018-11-21
ID_UxLSJ7_20140716,2014,7,16,2.1,22.22,18.21,20.21,0.0,79.65,96.36,13.61,2014-07-16
ID_6vo37d_20230101,2023,1,1,1.19,25.17,22.18,23.67,19.45,84.21,96.06,17.48,2023-01-01
ID_ChIbXT_20230420,2023,4,20,1.24,25.31,23.53,24.42,3.63,90.08,95.74,19.06,2023-04-20
ID_HQBEEJ_20171014,2017,10,14,1.25,24.4,20.84,22.62,4.1,81.32,96.19,16.07,2017-10-14
ID_Y7fcwA_20160522,2016,5,22,0.9,24.53,19.62,22.07,0.01,75.29,96.34,14.89,2016-05-22
ID_cSGkcU_20170625,2017,6,25,0.68,24.96,21.19,23.08,0.42,80.48,96.11,16.45,2017-06-25
ID_8kWwfE_20150709,2015,7,9,1.03,27.43,19.04,23.24,0.0,62.45,96.14,14.41,2015-07-09
ID_Ce2c6P_20130204,2013,2,4,1.3,26.03,21.95,23.99,0.5,79.31,96.07,17.24,2013-02-04
ID_vGQ3Xq_20140101,2014,1,1,1.0,23.95,20.98,22.46,1.38,84.05,96.11,16.22,2014-01-01
ID_aHw8nI_20101004,2010,10,4,1.46,25.75,21.7,23.73,0.54,79.31,96.04,16.98,2010-10-04
ID_B31EL2_20220908,2022,9,8,1.94,25.13,20.66,22.89,0.11,77.36,96.15,15.91,2022-09-08
ID_iz6aJM_20220412,2022,4,12,1.13,25.59,21.87,23.73,2.33,80.78,95.89,17.21,2022-04-12
ID_zEYtR5_20160916,2016,9,16,1.73,25.24,19.94,22.59,1.51,74.67,96.29,15.18,2016-09-16
ID_sRk49e_20160811,2016,8,11,2.3,24.69,20.27,22.48,0.02,77.9,96.27,15.51,2016-08-11
ID_Zmm1Cb_20130726,2013,7,26,1.84,23.0,18.79,20.9,0.0,78.47,96.42,14.12,2013-07-26
ID_NPpVqz_20170328,2017,3,28,1.57,26.18,23.37,24.77,5.12,85.67,96.02,18.82,2017-03-28
ID_KuBzv9_20100811,2010,8,11,2.49,24.47,19.06,21.76,0.03,73.59,96.34,14.36,2010-08-11
ID_YGpzrl_20221231,2022,12,31,0.82,25.98,21.79,23.88,3.11,78.33,96.15,17.07,2022-12-31
ID_fQ7DM1_20100218,2010,2,18,0.87,26.56,22.18,24.37,0.98,77.62,96.17,17.48,2010-02-18
ID_z7cOrn_20110728,2011,7,28,2.45,23.42,17.31,20.36,0.0,70.96,96.12,12.89,2011-07-28
ID_tBzE7W_20130521,2013,5,21,0.82,25.61,21.54,23.57,0.2,79.26,96.17,16.8,2013-05-21
ID_eUTh7Y_20200317,2020,3,17,1.18,24.51,23.26,23.89,14.71,92.83,96.09,18.68,2020-03-17
ID_2JSfWv_20230815,2023,8,15,1.25,24.61,20.3,22.45,0.01,78.08,96.29,15.54,2023-08-15
ID_MHjr5N_20170407,2017,4,7,0.74,26.22,21.89,24.05,4.37,78.75,95.92,17.21,2017-04-07
ID_UzWehG_20130827,2013,8,27,1.85,24.96,19.79,22.37,4.79,74.3,96.2,15.06,2013-08-27
ID_IJjqdu_20220806,2022,8,6,2.42,23.23,18.91,21.07,0.0,78.01,96.21,14.27,2022-08-06
ID_XfTcVl_20200502,2020,5,2,1.18,25.8,22.66,24.23,8.72,83.73,96.28,17.97,2020-05-02
ID_bfbTGE_20110223,2011,2,23,1.6,24.62,21.83,23.23,4.99,85.33,96.01,17.12,2011-02-23
ID_BOPOyI_20100925,2010,9,25,1.34,25.17,19.93,22.55,1.52,75.01,96.11,15.2,2010-09-25
ID_XBV9qt_20221120,2022,11,20,1.25,25.63,22.09,23.86,5.79,81.86,96.05,17.39,2022-11-20
ID_jLP2Hh_20130109,2013,1,9,0.8,24.91,21.37,23.14,4.84,81.24,96.23,16.6,2013-01-09
ID_HCMg6X_20100915,2010,9,15,1.48,26.32,19.72,23.02,0.37,68.55,96.11,15.02,2010-09-15
ID_QSm801_20101023,2010,10,23,1.03,24.28,20.63,22.46,5.9,81.15,96.04,15.89,2010-10-23
ID_9YsxKz_20161017,2016,10,17,1.44,26.23,21.52,23.87,3.82,76.93,96.1,16.78,2016-10-17
ID_56Czar_20150420,2015,4,20,0.83,25.07,22.05,23.56,5.67,84.05,96.15,17.32,2015-04-20
ID_5itqmT_20110122,2011,1,22,0.74,26.39,20.47,23.43,6.04,70.86,95.75,15.79,2011-01-22
ID_aOKf8d_20190712,2019,7,12,1.84,23.98,18.85,21.42,0.0,74.06,96.32,14.18,2019-07-12
ID_EPhsaJ_20230708,2023,7,8,1.74,23.31,19.44,21.38,0.01,80.06,96.35,14.71,2023-07-08
ID_121DoP_20220313,2022,3,13,1.46,24.44,21.76,23.1,16.67,85.8,95.98,17.05,2022-03-13
ID_i3nKEg_20211224,2021,12,24,1.14,25.0,22.71,23.85,6.54,87.66,95.98,18.07,2021-12-24
ID_idwmsM_20220223,2022,2,23,1.37,25.81,21.83,23.82,0.95,80.04,96.1,17.1,2022-02-23
ID_nzddIS_20200215,2020,2,15,0.85,26.12,23.29,24.71,1.27,84.85,95.94,18.74,2020-02-15
ID_zqAsU4_20150626,2015,6,26,1.52,23.59,16.94,20.26,0.0,69.25,96.57,12.55,2015-06-26
ID_tTz6dU_20220521,2022,5,21,1.18,24.92,22.67,23.8,1.86,87.84,96.21,17.99,2022-05-21
ID_gAyMNz_20140413,2014,4,13,1.03,25.02,22.07,23.54,4.0,84.16,96.11,17.38,2014-04-13
ID_Lv2amT_20190412,2019,4,12,1.32,25.85,22.34,24.09,0.03,82.24,95.99,17.67,2019-04-12
ID_cuwblO_20131101,2013,11,1,0.54,25.87,21.5,23.68,10.4,77.89,95.94,16.79,2013-11-01
ID_yYsvt7_20111214,2011,12,14,0.89,24.29,21.42,22.86,4.29,84.38,96.08,16.69,2011-12-14
ID_fRsdxA_20200103,2020,1,3,1.42,25.76,22.96,24.36,7.59,85.11,96.09,18.35,2020-01-03
ID_vhBG3I_20210221,2021,2,21,0.73,24.26,21.77,23.01,17.89,86.53,96.19,17.02,2021-02-21
ID_7Hiaa2_20100729,2010,7,29,1.56,23.5,19.02,21.26,0.0,77.56,96.29,14.34,2010-07-29
ID_oKlldB_20120628,2012,6,28,1.78,22.82,20.26,21.54,0.09,86.12,96.33,15.49,2012-06-28
ID_pigFQl_20130713,2013,7,13,1.45,22.68,18.07,20.38,0.0,76.54,96.39,13.49,2013-07-13
ID_l2azUi_20171102,2017,11,2,1.18,24.86,22.28,23.57,5.32,86.09,96.1,17.59,2017-11-02
ID_0YYgWo_20150117,2015,1,17,1.33,25.01,21.64,23.33,6.89,82.57,96.21,16.89,2015-01-17
ID_Cpm8zQ_20110326,2011,3,26,0.8,25.34,20.83,23.09,0.49,77.6,96.1,16.07,2011-03-26
ID_ev9hbL_20220222,2022,2,22,1.13,24.41,22.81,23.61,11.58,90.83,96.1,18.17,2022-02-22
ID_cGE4FI_20170523,2017,5,23,1.03,25.63,23.36,24.49,12.83,87.53,96.03,18.8,2017-05-23
ID_xwL6rZ_20141226,2014,12,26,1.16,24.29,22.08,23.18,5.93,87.8,96.2,17.34,2014-12-26
ID_ErFgK9_20120816,2012,8,16,2.19,23.87,19.73,21.8,0.67,78.89,96.3,15.0,2012-08-16
ID_fH5wgX_20141129,2014,11,29,0.78,25.46,21.09,23.27,1.1,77.69,96.14,16.34,2014-11-29
ID_DT1zFf_20160123,2016,1,23,1.77,24.81,22.29,23.55,3.5,86.52,96.25,17.57,2016-01-23
ID_EDbMCX_20220329,2022,3,29,1.69,24.7,22.69,23.7,6.59,88.88,95.95,18.06,2022-03-29
ID_K8lAGV_20111017,2011,10,17,1.1,24.26,21.81,23.03,5.27,86.62,95.92,17.11,2011-10-17
ID_AEIdCj_20161203,2016,12,3,1.01,24.2,22.9,23.55,12.32,92.4,96.09,18.27,2016-12-03
ID_x550YR_20210204,2021,2,4,0.78,26.29,22.41,24.35,2.29,79.75,96.13,17.72,2021-02-04
